tax_id/.id,ciiu_id/.id,city_id/.id
626,264,149
626,265,149
626,266,149
626,267,149
626,268,149
626,269,149
626,270,149
626,271,149
626,272,149
626,273,149
634,274,149
634,275,149
634,276,149
634,277,149
634,278,149
634,279,149
634,280,149
634,281,149
634,282,149
634,283,149
634,284,149
634,285,149
634,286,149
634,287,149
634,288,149
634,289,149
634,290,149
634,291,149
634,292,149
634,293,149
634,294,149
634,295,149
634,296,149
634,297,149
634,298,149
634,299,149
648,300,149
648,301,149
648,302,149
648,303,149
648,304,149
648,305,149
648,306,149
648,307,149
648,308,149
648,309,149
648,310,149
648,311,149
648,312,149
648,313,149
648,314,149
648,315,149
648,316,149
648,317,149
648,318,149
640,319,149
640,320,149
640,321,149
640,322,149
640,323,149
640,324,149
640,325,149
640,326,149
640,327,149
640,328,149
640,329,149
640,330,149
640,331,149
640,332,149
640,333,149
640,334,149
640,335,149
640,336,149
640,337,149
640,338,149
640,339,149
640,340,149
640,341,149
640,342,149
640,343,149
640,344,149
640,345,149
640,346,149
640,347,149
640,348,149
640,349,149
640,350,149
640,351,149
640,352,149
640,353,149
640,354,149
640,355,149
640,356,149
640,357,149
640,358,149
640,359,149
640,360,149
640,361,149
640,362,149
640,363,149
640,364,149
640,365,149
640,366,149
640,367,149
640,368,149
640,369,149
640,370,149
640,371,149
640,372,149
640,373,149
640,374,149
640,375,149
640,376,149
640,377,149
640,378,149
640,379,149
640,380,149
640,381,149
640,382,149
640,383,149
640,384,149
640,385,149
640,386,149
640,387,149
640,388,149
640,389,149
640,390,149
640,391,149
640,392,149
640,393,149
640,394,149
640,395,149
640,396,149
640,397,149
640,398,149
640,399,149
640,400,149
640,401,149
640,402,149
640,403,149
640,404,149
640,405,149
640,406,149
640,407,149
640,408,149
640,409,149
640,410,149
640,411,149
640,412,149
640,413,149
640,414,149
640,415,149
640,416,149
640,417,149
640,418,149
640,419,149
640,505,149
640,420,149
640,421,149
640,422,149
640,423,149
640,424,149
640,425,149
640,426,149
640,427,149
640,428,149
640,429,149
640,430,149
640,431,149
640,432,149
640,433,149
640,434,149
640,435,149
640,436,149
640,437,149
640,438,149
640,439,149
640,440,149
640,441,149
640,442,149
640,443,149
640,444,149
640,445,149
640,446,149
640,502,149
636,447,149
636,448,149
636,449,149
636,450,149
636,451,149
636,452,149
636,453,149
646,454,149
646,455,149
646,456,149
646,457,149
646,458,149
646,459,149
646,460,149
646,461,149
646,462,149
646,463,149
646,464,149
646,465,149
646,466,149
646,467,149
646,468,149
646,469,149
646,470,149
646,471,149
646,472,149
646,473,149
646,474,149
646,475,149
646,476,149
646,477,149
646,478,149
646,479,149
